id,ubigeo,region,provincia,distrito,area_terreno_m2,area_ocupada_m2,area_disponible_m2,area_techada_m2,antiguedad_anios,tiene_planos,planos_actualizados,material_predom_paredes,estado_conserv_paredes,material_predom_pisos,estado_conserv_pisos,material_predom_techo,estado_conserv_techo,electricidad_7_dias,electricidad_con,agua_procedencia,agua_potable,agua_7_dias,banio_coneccion
0173,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,1604,1604,0,112,18,No,NA,¿Adobe o tapial?,Malo,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0174,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,200,180,20,180,53,No,NA,¿Adobe o tapial?,Malo,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0175,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSÉ,160,160,0,160,20,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Láminas asfálticas, vinílicos o similares?",Malo,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Camión-cisterna u otro similar?,NA,NA,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0176,140312,LAMBAYEQUE,LAMBAYEQUE,TÚCUME,981,120,861,240,31,No,NA,¿Ladrillo o bloque de cemento?,Malo,"¿Láminas asfálticas, vinílicos o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0177,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,2407,1549,857,1549,108,No,NA,¿Adobe o tapial?,Malo,¿Cemento?,Malo,¿Caña o estera con torta de barro?,Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0178,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,812,720,0,520,35,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0179,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,150,150,0,450,25,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Muy bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0180,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,1344,1344,0,353,14,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0181,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,432,432,0,900,46,Sí,Sí,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0182,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,1400,1200,0,1200,3,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0183,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,147,147,0,381,37,Sí,No,¿Ladrillo o bloque de cemento?,Muy malo,¿Cemento?,Malo,"¿Concreto armado (losa aligerada, losa maciza)?",Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0184,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,2000,325,1675,325,17,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0185,130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,2088,380,1708,1140,30,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0186,130104,LA LIBERTAD,TRUJILLO,HUANCHACO,2589,964,1625,964,28,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0187,130104,LA LIBERTAD,TRUJILLO,HUANCHACO,722,532,190,1064,1,Sí,Sí,¿Ladrillo o bloque de cemento?,Muy bueno,"¿Losetas, terrazos, cerámicas o similares?",Muy bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Muy bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0188,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,1141,1141,0,704,20,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0189,130106,LA LIBERTAD,TRUJILLO,LAREDO,414,400,14,400,96,No,NA,¿Adobe o tapial?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Caña o estera con torta de barro?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0190,130109,LA LIBERTAD,TRUJILLO,SALAVERRY,1244,258,986,258,16,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0191,130107,LA LIBERTAD,TRUJILLO,MOCHE,698,698,0,338,30,No,NA,¿Ladrillo o bloque de cemento?,Malo,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0192,130108,LA LIBERTAD,TRUJILLO,POROTO,264,200,64,250,43,No,NA,¿Adobe o tapial?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Fibra de cemento o similar?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0193,130109,LA LIBERTAD,TRUJILLO,SALAVERRY,180,180,0,380,4,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0194,130110,LA LIBERTAD,TRUJILLO,SIMBAL,169,169,0,358,2,No,NA,¿Ladrillo o bloque de cemento?,Muy bueno,"¿Losetas, terrazos, cerámicas o similares?",Muy bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Muy bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0195,130111,LA LIBERTAD,TRUJILLO,VÍCTOR LARCO HERRERA,334,334,0,412,40,Sí,Sí,¿Ladrillo o bloque de cemento?,Bueno,"¿Láminas asfálticas, vinílicos o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0196,130201,LA LIBERTAD,ASCOPE,ASCOPE,243,243,0,580,20,Sí,No,¿Ladrillo o bloque de cemento?,Muy bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Muy bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0197,130202,LA LIBERTAD,ASCOPE,CHICAMA,399,399,0,399,25,Sí,Sí,¿Adobe o tapial?,Muy malo,¿Cemento?,Malo,¿Madera / entablillado?,Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0198,130202,LA LIBERTAD,ASCOPE,CHICAMA,1000,500,0,500,10,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0199,130202,LA LIBERTAD,ASCOPE,CHICAMA,1000,1000,0,105,10,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Muy bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Muy bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0200,130203,LA LIBERTAD,ASCOPE,CHOCOPE,177,177,0,322,30,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0201,130204,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,110,110,0,110,10,No,NA,¿Ladrillo o bloque de cemento?,Muy bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0202,130205,LA LIBERTAD,ASCOPE,PAIJÁN,180,180,0,150,11,Sí,Sí,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Malo,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0203,130206,LA LIBERTAD,ASCOPE,RÁZURI,222,155,67,155,2,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0204,130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,455,455,0,290,8,No,NA,¿Ladrillo o bloque de cemento?,Muy bueno,"¿Losetas, terrazos, cerámicas o similares?",Muy bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Muy bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0205,130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,600,250,350,250,54,No,NA,¿Adobe o tapial?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Fibra de cemento o similar?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0206,130208,LA LIBERTAD,ASCOPE,CASA GRANDE,420,420,0,420,30,No,NA,¿Adobe o tapial?,Bueno,¿Cemento?,Bueno,¿Tejas?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0207,130208,LA LIBERTAD,ASCOPE,CASA GRANDE,254,127,0,127,8,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,No,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0209,130305,LA LIBERTAD,BOLÍVAR,UCHUMARCA,269,269,0,157,53,No,NA,¿Adobe o tapial?,Malo,¿Cemento?,Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0210,130401,LA LIBERTAD,CHEPÉN,CHEPÉN,2082,1434,648,1434,70,No,NA,¿Adobe o tapial?,Malo,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0211,130401,LA LIBERTAD,CHEPÉN,CHEPÉN,575,500,75,500,43,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,No,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0212,130402,LA LIBERTAD,CHEPÉN,PACANGA,950,350,600,308,42,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Fibra de cemento o similar?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0213,130402,LA LIBERTAD,CHEPÉN,PACANGA,427,285,142,173,10,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0214,130403,LA LIBERTAD,CHEPÉN,PUEBLO NUEVO,161,161,0,322,56,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Láminas asfálticas, vinílicos o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0215,130501,LA LIBERTAD,JULCÁN,JULCÁN,1200,588,611,588,22,Sí,Sí,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,¿Madera / entablillado?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0216,130503,LA LIBERTAD,JULCÁN,CARABAMBA,1229,360,869,360,40,No sabe,NA,¿Adobe o tapial?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Caña o estera con torta de barro?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0217,130601,LA LIBERTAD,OTUZCO,OTUZCO,12278,10078,272,1000,72,No sabe,NA,¿Adobe o tapial?,Bueno,¿Cemento?,Bueno,¿Madera / entablillado?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0218,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,175,175,0,157,30,No sabe,NA,¿Adobe o tapial?,Bueno,¿Cemento?,Bueno,¿Planchas de calamina / metálicas / latón?,Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0219,130604,LA LIBERTAD,OTUZCO,CHARAT,214,214,0,164,49,No,NA,¿Adobe o tapial?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0220,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,85,85,0,85,32,No,NA,¿Adobe o tapial?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Caña o estera con torta de barro?,Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0221,130608,LA LIBERTAD,OTUZCO,MACHE,480,480,0,310,42,Sí,Sí,¿Adobe o tapial?,Bueno,¿Cemento?,Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0222,130611,LA LIBERTAD,OTUZCO,SALPO,100,100,0,100,40,No,NA,¿Adobe o tapial?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,No,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0223,130613,LA LIBERTAD,OTUZCO,SINSICAP,392,200,92,190,41,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0224,130614,LA LIBERTAD,OTUZCO,USQUIL,227,138,88,414,3,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,¿Tejas?,Muy bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0225,130601,LA LIBERTAD,OTUZCO,OTUZCO,74,74,0,64,64,No,NA,¿Adobe o tapial?,Malo,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0226,130701,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,450,250,200,350,30,Sí,Sí,¿Ladrillo o bloque de cemento?,Muy bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0227,130702,LA LIBERTAD,PACASMAYO,GUADALUPE,311,311,0,311,20,Sí,Sí,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Muy bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0228,130702,LA LIBERTAD,PACASMAYO,GUADALUPE,350,350,0,280,20,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0229,130703,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,279,279,0,250,20,No,NA,¿Adobe o tapial?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0230,130704,LA LIBERTAD,PACASMAYO,PACASMAYO,361,321,40,684,30,Sí,Sí,¿Ladrillo o bloque de cemento?,Muy bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Muy bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0231,130705,LA LIBERTAD,PACASMAYO,SAN JOSÉ,430,200,200,200,30,No,NA,¿Adobe o tapial?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Caña o estera con torta de barro?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0232,130801,LA LIBERTAD,PATAZ,TAYABAMBA,392,392,0,270,42,No,NA,¿Adobe o tapial?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0233,130808,LA LIBERTAD,PATAZ,PARCOY,200,200,0,200,6,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0234,130809,LA LIBERTAD,PATAZ,PATAZ,350,350,0,350,5,No,NA,¿Adobe o tapial?,Malo,¿Cemento?,Malo,¿Tejas?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0235,130809,LA LIBERTAD,PATAZ,PATAZ,350,350,0,350,6,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0236,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,197,197,0,329,30,No,NA,¿Ladrillo o bloque de cemento?,Malo,"¿Losetas, terrazos, cerámicas o similares?",Malo,"¿Concreto armado (losa aligerada, losa maciza)?",Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0237,130904,LA LIBERTAD,SÁNCHEZ CARRIÓN,CURGOS,967,76,691,152,20,Sí,Sí,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,¿Fibra de cemento o similar?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0238,130907,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARÍN,489,489,0,224,12,Sí,Sí,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Fibra de cemento o similar?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0239,131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,90,90,0,150,24,No,NA,¿Adobe o tapial?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0240,131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,72,72,0,72,53,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0241,131002,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,550,243,0,243,46,Sí,Sí,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0242,131003,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,950,250,0,250,45,No,NA,¿Adobe o tapial?,Malo,¿Cemento?,Bueno,¿Tejas?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0243,131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,190,190,0,190,88,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Madera (entablado)?,Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0244,131101,LA LIBERTAD,GRAN CHIMÚ,CASCAS,180,150,30,150,5,Sí,Sí,¿Ladrillo o bloque de cemento?,Muy bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0245,131101,LA LIBERTAD,GRAN CHIMÚ,CASCAS,52,52,0,52,32,No,NA,¿Adobe o tapial?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Caña o estera con torta de barro?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
