id,ubigeo,region,provincia,distrito,area_terreno_m2,area_ocupada_m2,area_disponible_m2,area_techada_m2,antiguedad_anios,tiene_planos,planos_actualizados,material_predom_paredes,estado_conserv_paredes,material_predom_pisos,estado_conserv_pisos,material_predom_techo,estado_conserv_techo,electricidad_7_dias,electricidad_con,agua_procedencia,agua_potable,agua_7_dias,banio_coneccion
0754,040104,AREQUIPA,AREQUIPA,CERRO COLORADO,56,56,0,56,18,Sí,Sí,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0755,040105,AREQUIPA,AREQUIPA,CHARACATO,172,172,0,172,57,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0756,040106,AREQUIPA,AREQUIPA,CHIGUATA,106,104,2,104,50,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0757,040107,AREQUIPA,AREQUIPA,JACOBO HUNTER,1085,1085,0,442,38,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0758,040107,AREQUIPA,AREQUIPA,JACOBO HUNTER,1252,1252,0,1252,10,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0760,040108,AREQUIPA,AREQUIPA,LA JOYA,1000,490,510,270,42,No sabe,NA,"¿Piedra, sillar con cal o cemento?",Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0761,040108,AREQUIPA,AREQUIPA,LA JOYA,1995,400,1595,800,4,Sí,Sí,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0762,040108,AREQUIPA,AREQUIPA,LA JOYA,4000,292,3615,92,50,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Camión-cisterna u otro similar?,NA,NA,¿Letrina (pozo ciego o negro)?
0763,040125,AREQUIPA,AREQUIPA,VITOR,360,360,0,215,44,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Camión-cisterna u otro similar?,NA,NA,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0764,040108,AREQUIPA,AREQUIPA,LA JOYA,345,345,0,200,20,Sí,No,¿Ladrillo o bloque de cemento?,Malo,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Fibra de cemento o similar?,Malo,Sí,¿Medidor de uso exclusivo?,¿Camión-cisterna u otro similar?,NA,NA,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0765,040109,AREQUIPA,AREQUIPA,MARÍANO MELGAR,630,437,193,612,22,No,NA,¿Ladrillo o bloque de cemento?,Muy bueno,"¿Losetas, terrazos, cerámicas o similares?",Muy bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Muy bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0766,040110,AREQUIPA,AREQUIPA,MIRAFLORES,745,745,0,750,7,Sí,Sí,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0767,040110,AREQUIPA,AREQUIPA,MIRAFLORES,722,722,0,836,30,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0768,040110,AREQUIPA,AREQUIPA,MIRAFLORES,744,744,0,354,12,Sí,Sí,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0769,040111,AREQUIPA,AREQUIPA,MOLLEBAYA,190,190,0,148,84,No,NA,"¿Piedra, sillar con cal o cemento?",Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0770,040112,AREQUIPA,AREQUIPA,PAUCARPATA,480,480,0,308,20,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0771,040112,AREQUIPA,AREQUIPA,PAUCARPATA,818,818,0,235,28,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0772,040112,AREQUIPA,AREQUIPA,PAUCARPATA,253,253,0,160,14,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0773,040112,AREQUIPA,AREQUIPA,PAUCARPATA,19292,581,0,455,13,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0774,040112,AREQUIPA,AREQUIPA,PAUCARPATA,200,200,0,506,48,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0775,040112,AREQUIPA,AREQUIPA,PAUCARPATA,604,492,74,492,10,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0776,040113,AREQUIPA,AREQUIPA,POCSI,147,147,0,147,26,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0777,040114,AREQUIPA,AREQUIPA,POLOBAYA,577,577,0,259,8,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0778,040116,AREQUIPA,AREQUIPA,SABANDIA,95,95,0,190,6,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0779,040117,AREQUIPA,AREQUIPA,SACHACA,350,350,0,184,14,No,NA,¿Otro material?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0780,040119,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,252,252,0,121,17,No,NA,¿Ladrillo o bloque de cemento?,Malo,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Malo,No,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0781,040118,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,456,456,0,256,36,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Malo,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0782,040121,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,980,980,0,195,40,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Muy bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0783,040122,AREQUIPA,AREQUIPA,SOCABAYA,1409,1409,0,1128,51,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0784,040101,AREQUIPA,AREQUIPA,AREQUIPA,1473,1473,0,218,50,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0785,040123,AREQUIPA,AREQUIPA,TIABAYA,259,259,0,438,51,No,NA,¿Ladrillo o bloque de cemento?,Muy bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0786,040124,AREQUIPA,AREQUIPA,UCHUMAYO,160,160,0,130,30,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Malo,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0787,040124,AREQUIPA,AREQUIPA,UCHUMAYO,500,500,0,400,9,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0788,040125,AREQUIPA,AREQUIPA,VITOR,525,525,0,250,50,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0789,040117,AREQUIPA,AREQUIPA,SACHACA,766,586,0,204,14,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Láminas asfálticas, vinílicos o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0790,040126,AREQUIPA,AREQUIPA,YANAHUARA,2452,236,0,472,40,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0791,040127,AREQUIPA,AREQUIPA,YARABAMBA,126,126,0,219,44,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Láminas asfálticas, vinílicos o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0792,040128,AREQUIPA,AREQUIPA,YURA,1267,1267,0,195,19,No,NA,¿Ladrillo o bloque de cemento?,Muy malo,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0793,040128,AREQUIPA,AREQUIPA,YURA,525,428,97,303,50,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0794,040129,AREQUIPA,AREQUIPA,JOSÉ LUIS BUSTAMANTE Y RIVERO,500,500,0,579,20,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0795,040129,AREQUIPA,AREQUIPA,JOSÉ LUIS BUSTAMANTE Y RIVERO,1125,274,851,274,33,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0796,040201,AREQUIPA,CAMANA,CAMANA,513,513,0,417,22,No,NA,¿Ladrillo o bloque de cemento?,Muy bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0797,040202,AREQUIPA,CAMANA,JOSÉ MARÍA QUIMPER,405,141,264,134,31,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0798,040202,AREQUIPA,CAMANA,JOSÉ MARÍA QUIMPER,438,438,0,175,12,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,No,NA,¿Letrina (pozo ciego o negro)?
0799,040204,AREQUIPA,CAMANA,MARISCAL CÁCERES,346,346,0,147,22,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,No,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0800,040204,AREQUIPA,CAMANA,MARISCAL CÁCERES,146,146,0,205,24,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,No,NA,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0801,040205,AREQUIPA,CAMANA,NICOLÁS DE PIÉROLA,328,328,0,320,17,Sí,Sí,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0802,040206,AREQUIPA,CAMANA,OCOÑA,2187,360,1827,200,22,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0803,040606,AREQUIPA,CONDESUYOS,RÍO GRANDE,53,53,0,106,33,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,No,NA,¿Letrina (pozo ciego o negro)?
0804,040207,AREQUIPA,CAMANA,QUILCA,497,497,0,113,76,No,NA,¿Ladrillo o bloque de cemento?,Malo,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Camión-cisterna u otro similar?,NA,NA,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0805,040208,AREQUIPA,CAMANA,SAMUEL PASTOR,525,525,0,369,44,No sabe,NA,¿Ladrillo o bloque de cemento?,Malo,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0806,040301,AREQUIPA,CARAVELÍ,CARAVELÍ,1050,1050,0,720,21,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0807,040302,AREQUIPA,CARAVELÍ,ACARI,686,686,0,720,20,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0808,040303,AREQUIPA,CARAVELÍ,ATICO,8227,413,0,231,25,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0809,040305,AREQUIPA,CARAVELÍ,BELLA UNIÓN,1371,310,1061,620,20,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Malo,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,No,NA,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0810,040307,AREQUIPA,CARAVELÍ,CHALA,540,540,0,452,18,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Camión-cisterna u otro similar?,NA,NA,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0811,040308,AREQUIPA,CARAVELÍ,CHAPARRA,118,118,0,184,59,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0812,040310,AREQUIPA,CARAVELÍ,JAQUI,343,343,0,236,23,No,NA,¿Ladrillo o bloque de cemento?,Malo,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0813,040311,AREQUIPA,CARAVELÍ,LOMAS,185,185,0,360,22,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Camión-cisterna u otro similar?,NA,NA,¿Otro?
0814,040313,AREQUIPA,CARAVELÍ,YAUCA,339,339,0,290,20,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Pozo?,NA,NA,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0815,040401,AREQUIPA,CASTILLA,APLAO,800,409,391,333,39,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Letrina (pozo ciego o negro)?
0816,040401,AREQUIPA,CASTILLA,APLAO,630,430,200,200,24,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0817,040402,AREQUIPA,CASTILLA,ANDAGUA,594,160,434,120,9,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0818,040307,AREQUIPA,CARAVELÍ,CHALA,98,98,0,188,20,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Camión-cisterna u otro similar?,NA,NA,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0819,040408,AREQUIPA,CASTILLA,MACHAGUAY,319,290,29,84,9,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0820,040409,AREQUIPA,CASTILLA,ORCOPAMPA,958,206,752,196,7,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0821,040410,AREQUIPA,CASTILLA,PAMPACOLCA,592,158,434,158,39,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0822,040413,AREQUIPA,CASTILLA,URACA,719,419,300,419,24,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0823,040414,AREQUIPA,CASTILLA,VIRACO,476,143,333,143,41,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
0824,040501,AREQUIPA,CAYLLOMA,CHIVAY,700,385,315,198,22,Sí,Sí,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
